,filename,source_captions,target_captions,can_be_used_without_source
405,MusicDelta_Grunge_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a woman singing with an orchestra accompaniment.,0
406,MusicDelta_Grunge_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a rock band accompaniment.,0
407,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a jazz song.,1
408,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a country song.,1
409,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a techno song.,1
410,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a death metal song.,1
411,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a hip hop song.,1
412,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of an arcade game soundtrack.,1
413,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of a classical score.,1
414,MusicDelta_Hendrix_MIX.wav,A recording of a rock song.,A recording of an epic movie soundtrack.,1
415,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.","A jazz song of a man singing while a guitar, bass and drums are playing in the background.",0
416,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.","A rock song of a woman singing while a guitar, bass and drums are playing in the background.",0
417,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.","A death metal song of a man singing while a guitar, bass and drums are playing in the background.",0
418,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.",An opera song of a man singing while an orchestra and drums are playing in the background.,0
419,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.","A techno song of a synthesizer playing while a guitar, bass and drums are playing in the background.",0
420,MusicDelta_Hendrix_MIX.wav,"A rock song of a man singing while a guitar, bass and drums are playing in the background.","A rock song of a guitar, bass and drums are playing in the background.",0
421,MusicDelta_Hendrix_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a woman singing with a rock band accompaniment.,0
422,MusicDelta_Hendrix_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a man singing with an orchestra rock band accompaniment.,0
423,MusicDelta_Hendrix_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a woman singing with an orchestra rock band accompaniment.,0
424,MusicDelta_Hendrix_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a man singing with a jazz band accompaniment.,0
425,MusicDelta_Hendrix_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a rock band accompaniment.,0
426,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a happy classical music piece.,0
427,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a scary techno song.,1
428,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a scary death metal song.,1
429,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a quiet jazz song.,1
430,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a romantic country song.,1
431,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a scary arcade game soundtrack.,1
432,MusicDelta_InTheHalloftheMountainKing_MIX.wav,A recording of a scary classical music piece.,A recording of a scary Arabic music piece.,1
433,MusicDelta_InTheHalloftheMountainKing_MIX.wav,Strings playing a scary classical music melody with flutes and drums accompaniment in the background.,Chinese strings playing a scary Chinese music melody with Chinese flutes and drums accompaniment in the background.,0
434,MusicDelta_InTheHalloftheMountainKing_MIX.wav,Strings playing a scary classical music melody with flutes and drums accompaniment in the background.,Guitars playing a scary techno melody with a synthesizer and drums accompaniment in the background.,0
435,MusicDelta_InTheHalloftheMountainKing_MIX.wav,Strings playing a scary classical music melody with flutes and drums accompaniment in the background.,Strings playing a scary death metal melody with trumpets and drums accompaniment in the background.,0
436,MusicDelta_InTheHalloftheMountainKing_MIX.wav,Strings playing a scary classical music melody with flutes and drums accompaniment in the background.,Violins playing a quiet jazz melody with trumpets and drums accompaniment in the background.,0
437,MusicDelta_InTheHalloftheMountainKing_MIX.wav,Strings playing a scary classical music melody with flutes and drums accompaniment in the background.,A synthesizer playing a scary arcade game melody with another synthesizer accompaniment in the background.,0
438,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.","A high quality recording of guitars, flutes and drums playing.",0
439,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.","A high quality recording of strings, trumpets and drums playing.",0
440,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.",A high quality recording of flutes and drums playing.,0
441,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.",A high quality recording of strings and drums playing.,0
442,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.","A high quality recording of a piano, flutes and drums playing.",0
443,MusicDelta_InTheHalloftheMountainKing_MIX.wav,"A high quality recording of strings, flutes and drums playing.","A high quality recording of strings, a piano and drums playing.",0
444,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in a rock style.,1
445,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in a country style.,1
446,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in a retro arcade game soundtrack style.,1
447,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in an orchestral style.,1
448,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in a techno style.,1
449,MusicDelta_LatinJazz_MIX.wav,A recording of a happy upbeat song in a Latin jazz style.,A recording of a happy upbeat song in a hip hop style.,1
450,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,Guitars playing alongside a trumpet a happy upbeat melody.,0
451,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,A piano playing alongside a trumpet a happy upbeat melody.,0
452,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,Flutes playing alongside a violin a happy upbeat melody.,0
453,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,Flutes playing alongside a woman vocalizing a happy upbeat melody.,0
454,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,A woman vocalizing playing alongside a trumpet a happy upbeat melody.,0
455,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,Flutes playing alongside a rock band a happy upbeat melody.,0
456,MusicDelta_LatinJazz_MIX.wav,Flutes playing alongside a trumpet a happy upbeat melody.,A rock band playing alongside a trumpet a happy upbeat melody.,0
457,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of violins and a trumpet playing.,0
458,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of flutes and a piano playing.,0
459,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of flutes and a saxophone playing.,0
460,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of a choir singing and a trumpet playing.,0
461,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of flutes playing and a choir singing.,0
462,MusicDelta_LatinJazz_MIX.wav,A high quality recording of flutes and a trumpet playing.,A high quality recording of an orchestra playing.,0
463,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of an old upbeat cool rock song.,1
464,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of an old upbeat cool country song.,1
465,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of an old slow cool jazz song.,0
466,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of a new upbeat cool techno song.,1
467,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of a new upbeat cool hip hop song.,1
468,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of an old upbeat cool arcade game soundtrack.,1
469,MusicDelta_ModalJazz_MIX.wav,A recording of an old upbeat cool jazz song.,A recording of an old upbeat cool Arabic song.,1
470,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","Saxophones playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.",0
471,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","Women singing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.",0
472,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","Violins playing alongside a piano, bass and drums in an upbeat old-timey cool rock song.",0
473,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","A banjo playing alongside a piano, bass and drums in an upbeat old-timey cool country song.",0
474,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","Trumpets playing alongside a harp, bass and drums in an upbeat old-timey cool classical song.",0
475,MusicDelta_ModalJazz_MIX.wav,"Trumpets playing alongside a piano, bass and drums in an upbeat old-timey cool jazz song.","A harp playing alongside a piano, bass and drums in an upbeat old-timey cool classical song.",0
476,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.","A high quality recording of guitars playing a melody and a piano, bass and drums accompany them.",0
477,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.","A high quality recording of violins playing a melody and a piano, bass and drums accompany them.",0
478,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.","A high quality recording of saxophones playing a melody and a piano, bass and drums accompany them.",0
479,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.","A high quality recording of women singing a melody and a piano, bass and drums accompany them.",0
480,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.",A high quality recording of trumpets playing a melody and an orchestra accompany them.,0
481,MusicDelta_ModalJazz_MIX.wav,"A high quality recording of trumpets playing a melody and a piano, bass and drums accompany them.",A high quality recording of trumpets playing a melody and a rock band accompany them.,0
482,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an emotional arcade game music piece.,1
483,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an emotional Chinese music piece that fits weddings.,1
484,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an emotional Arabic music piece that fits weddings.,1
485,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an emotional country music piece that fits weddings.,1
486,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an angry metal song.,1
487,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of a rhythmic hip hop song.,1
488,MusicDelta_Pachelbel_MIX.wav,A recording of an emotional classical music piece that fits weddings.,A recording of an emotional pop song that fits weddings.,1
489,MusicDelta_Pachelbel_MIX.wav,A cello playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,A saxophone playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,0
490,MusicDelta_Pachelbel_MIX.wav,A cello playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,A violin playing a melody and then slowly a cello joins and more strings and they play a happy emotional song.,0
491,MusicDelta_Pachelbel_MIX.wav,A cello playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,A bass playing a melody and then slowly a guitar joins and strings and they play a happy emotional song.,0
492,MusicDelta_Pachelbel_MIX.wav,A cello playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,A piano playing a melody and then slowly a flute joins and strings and they play a happy emotional song.,0
493,MusicDelta_Pachelbel_MIX.wav,A cello playing a melody and then slowly a violin joins and more strings and they play a happy emotional song.,A man singing a melody and then slowly a woman joins and strings and they play a happy emotional song.,0
494,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of an orchestra playing a wedding song.,0
495,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of wind instruments playing a wedding song.,0
496,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of flutes playing a wedding song.,0
497,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of a rock band playing a wedding song.,0
498,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of retro arcade machines playing a wedding song.,0
499,MusicDelta_Pachelbel_MIX.wav,A high quality recording of strings playing a wedding song.,A high quality recording of a choir singing a wedding song.,0
500,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a guitar and violins playing a happy and emotional  piece.,0
501,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a piano and violins playing a happy and emotional  piece.,0
502,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a man singing and violins playing a happy and emotional  piece.,0
503,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a cello and a choir playing a happy and emotional  piece.,0
504,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a choir and violins playing a happy and emotional  piece.,0
505,MusicDelta_Pachelbel_MIX.wav,A high quality recording of a cello and violins playing a happy and emotional piece.,A high quality recording of a rock band playing a happy and emotional  piece.,0
506,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry death metal song.,1
507,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry arcade game soundtrack.,1
508,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry movie soundtrack.,1
509,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of a scary classical music score.,1
510,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry hip hop song.,1
511,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat happy country song.,1
512,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat cool jazz song.,1
513,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry techno song.,1
514,MusicDelta_Punk_MIX.wav,A recording of an upbeat angry punk song.,A recording of an upbeat angry Chinese music.,1
515,MusicDelta_Punk_MIX.wav,"A punk song of a man singing while a guitar, bass and drums accompany him.","A metal song of a man singing while a guitar, bass and drums accompany him.",0
516,MusicDelta_Punk_MIX.wav,"A punk song of a man singing while a guitar, bass and drums accompany him.","A punk song of a woman singing while a guitar, bass and drums accompany her.",0
517,MusicDelta_Punk_MIX.wav,"A punk song of a man singing while a guitar, bass and drums accompany him.","A country song of a woman singing while a guitar, bass and drums accompany her.",0
518,MusicDelta_Punk_MIX.wav,"A punk song of a man singing while a guitar, bass and drums accompany him.","An Arabic song of a man singing while a guitar, bass and drums accompany him.",0
519,MusicDelta_Punk_MIX.wav,"A punk song of a man singing while a guitar, bass and drums accompany him.","A jazz song of a man singing while a saxophone, bass and drums accompany him.",0
520,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a woman singing while a guitar, bass and drums accompany her.",0
521,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a piano, bass and drums accompany him.",0
522,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a trumpet, bass and drums accompany him.",0
523,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a violin, bass and drums accompany him.",0
524,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a piano playing while a guitar, bass and drums accompany him.",0
525,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a violin playing while a guitar, bass and drums accompany him.",0
526,MusicDelta_Punk_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a saxophone playing while a guitar, bass and drums accompany him.",0
527,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a cool hip hop song.,1
528,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a slow arcade game soundtrack.,1
529,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a slow classical piece.,1
530,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a slow country song.,1
531,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a quiet hard rock song.,1
532,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a slow and cool jazz song.,1
533,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a quiet techno song.,1
534,MusicDelta_Reggae_MIX.wav,A recording of a slow reggae song.,A recording of a slow Chinese song.,1
535,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A reggae song of a woman singing while bass and drums accompany her.,0
536,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A rap song of a man singing while bass and drums accompany him.,0
537,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A country song of a woman singing while bass and drums accompany her.,0
538,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A jazz song of a man singing while bass and drums accompany him.,0
539,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A rock song of a man singing while bass and drums accompany him.,0
540,MusicDelta_Reggae_MIX.wav,A reggae song of a man singing while bass and drums accompany him.,A jazz song of a saxophone playing while bass and drums accompany him.,0
541,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a woman singing while bass and drums accompany her.,0
542,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a violin playing while bass and drums accompany it.,0
543,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a man singing while a rock band accompany him.,0
544,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a man singing while and orchestra accompany him.,0
545,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a piano playing while bass and drums accompany it.,0
546,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a saxophone playing while bass and drums accompany it.,0
547,MusicDelta_Reggae_MIX.wav,A high quality recording of a man singing while bass and drums accompany him.,A high quality recording of a harp playing while bass and drums accompany it.,0
548,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey jazz song from the sixties.,1
549,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey country song from the seventies.,1
550,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey rock song from the seventies.,0
551,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey rock song from the eighties.,0
552,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old rock song from the nineties.,0
553,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of a rock song from a decade ago.,0
554,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of a metal song from the nineties.,1
555,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey arcade game soundtrack from the eighties.,1
556,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of an old timey Chinese song from the forties.,1
557,MusicDelta_Rock_MIX.wav,A recording of an old timey rock song from the sixties.,A recording of a hip hop song from the nineties.,1
558,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 70s rock song of a man singing while a guitar, bass and drums accompany him.",0
559,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 80s rock song of a man singing while a guitar, bass and drums accompany him.",0
560,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 90s rock song of a man singing while a guitar, bass and drums accompany him.",0
561,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 60s jazz song of a man singing while a guitar, bass and drums accompany him.",0
562,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 60s jazz song of a saxophone playing while a guitar, bass and drums accompany him.",0
563,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 80s country song of a woman singing while a banjo, bass and drums accompany her.",0
564,MusicDelta_Rock_MIX.wav,"A cool 60s rock song of a man singing while a guitar, bass and drums accompany him.","A cool 90s hip hop song of a man singing while a guitar, bass and drums accompany him.",0
565,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a woman singing while a guitar, bass and drums accompany her.",0
566,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a piano, bass and drums accompany him.",0
567,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a violin, bass and drums accompany him.",0
568,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a man singing while a trumpet, bass and drums accompany him.",0
569,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a piano playing while a guitar, bass and drums accompany him.",0
570,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a saxophone playing while a guitar, bass and drums accompany him.",0
571,MusicDelta_Rock_MIX.wav,"A high quality recording of a man singing while a guitar, bass and drums accompany him.","A high quality recording of a violin playing while a guitar, bass and drums accompany him.",0
572,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old jazz song.,1
573,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old country song.,1
574,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old metal song.,1
575,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old classical song.,1
576,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old arcade game soundtrack.,1
577,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an techno song.,1
578,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of an old Arabic song.,1
579,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of a hip hop song.,1
580,MusicDelta_Rockabilly_MIX.wav,A recording of an old rock song.,A recording of a new rock song.,1
581,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool old rock song of a man singing while a guitar and drums accompany him.,0
582,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool old jazz song of a woman singing while a guitar and drums accompany her.,0
583,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool old country song of a woman singing while a guitar and drums accompany her.,0
584,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool old metal song of a man singing while a guitar and drums accompany him.,0
585,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool hip hop song of a woman rapping while a guitar and drums accompany her.,0
586,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,A cool new rock song of a woman singing while a guitar and drums accompany her.,0
587,MusicDelta_Rockabilly_MIX.wav,A cool old rock song of a woman singing while a guitar and drums accompany her.,An epic old opera song of a woman singing while an orchestra accompanies her.,0
588,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a man singing while a guitar and drums play in the background.,0
589,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a piano playing while a guitar and drums play in the background.,0
590,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a flute playing while a violin and drums play in the background.,0
591,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a violin playing while a flute and drums play in the background.,0
592,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a violin playing while an orchestra play in the background.,0
593,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a woman singing while a piano and drums play in the background.,0
594,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a woman singing while a bass and drums play in the background.,0
595,MusicDelta_Rockabilly_MIX.wav,A high quality recording of a woman singing while a guitar and drums play in the background.,A high quality recording of a woman singing while an orchestra play in the background.,0
596,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a calm jazz song.,1
597,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a calm reggae song.,1
598,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a calm Chinese song.,1
599,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a quiet techno song.,1
600,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a quiet metal song.,1
601,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a happy pop song.,1
602,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a calm arcade game soundtrack.,1
603,MusicDelta_Shadows_MIX.wav,A recording of a calm country song.,A recording of a calm classical music piece.,1
604,MusicDelta_Shadows_MIX.wav,A calm song with guitars and drums playing.,An upbeat song with guitars and drums playing.,0
605,MusicDelta_Shadows_MIX.wav,A calm song with guitars and drums playing.,A calm song with violins and drums playing.,0
606,MusicDelta_Shadows_MIX.wav,A calm song with guitars and drums playing.,A calm song with trumpets and drums playing.,0
607,MusicDelta_Shadows_MIX.wav,A calm song with guitars and drums playing.,An upbeat song with electric guitars and drums playing.,0
